1715.2323754653103,1692.4458334143824
1812.8339367377603,1746.9878823607512
1858.7640832189131,1904.872760889714
1861.634717373985,1758.4704189810395
1927.6593029406422,1858.9426144085612
1987.9426201971555,1853.2013460984172
1904.694229700066,1881.9076876491376
1956.3656444913627,1884.7783218042098
2177.404474431911,1689.5751992593102
2361.125060356522,1594.8442721419326
2530.492475505773,1672.3513943288779
2926.6399889057166,1715.4109066549586
2932.3812572158604,1870.4251510288495
2633.835305088367,1761.3410531361114
2814.6852568579066,1772.8235897563998
2513.268670575341,1020.7174411275223
2579.293256141998,1029.329343592738
2622.352768468079,997.7523678869456
2602.2583293825746,1023.5880752825942
2811.814622702834,1158.5078805709807
2823.2971593231227,1508.725247489771
2355.383792046378,1359.4522714260243
2363.995694511594,1244.626905223142
2389.8314019072427,1244.626905223142
2389.8314019072427,1365.1935397361683
2005.166425127588,1290.557051704295
2005.166425127588,1167.1197830361968
2045.3553032985965,1172.861051346341
2042.4846691435246,1296.298320014439
