2330.762488,487.7342324
2272.899486,1667.392864
419.4168582,1114.894517
953.2497198,1045.832224
505.2780877,1406.076078
1014.845819,1333.280688
421.2834067,1534.867922
1634.53991,1383.677497
548.2087024,1900.711422
1666.271234,1663.659767
630.336835,2290.820052
1753.999012,2051.901848
634.0699319,2578.268516
1826.794402,2290.820052
89.87595517,2711.120988
207.5529801,2627.67728
136.9467652,2749.633469
237.5071319,2674.74809
1476.325267,2779.587621
1557.629394,2366.648242
1671.027254,2375.206572
1604.700204,2783.866786
2118.199949,2122.735863
2554.674733,2450.091951
