3928.286551,507.3512481
3526.045084,1778.263118
1876.427152,930.988538
2351.414417,924.5697911
1884.985481,1204.855069
2334.297759,1211.273816
1786.564697,1311.834182
2931.241212,1358.904992
1814.379266,1669.144422
2877.751656,1643.469435
1760.88971,2047.850484
2841.378757,2049.990066
1743.773051,2313.158686
2897.007896,2317.43785
1294.460774,2313.158686
1390.741977,2263.948293
1322.275344,2360.229496
1422.835711,2315.298268
2520.441416,2719.679317
2623.141365,2328.135762
2745.097555,2366.648242
2657.374682,2758.191798
3224.363984,2216.877483
3714.328324,2676.887672
